mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,mean_train_AUC,std_train_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy
2.250494384765625,0.010545945752445305,0.007435464859008789,0.00013157738821145877,0.5,200,"{'learning_rate': 0.5, 'n_estimators': 200}",0.9617540000000001,0.969632,0.963001,0.965329,0.969285,0.9658002,0.003201743487539225,18,0.9988153437499999,0.99854553125,0.9987919062500001,0.9982121250000001,0.9984433125000001,0.9985616437500001,0.0002253041335131467,0.922,0.924,0.9245,0.9255,0.927,0.9246000000000001,0.001655294535724681,5,0.99025,0.98925,0.98825,0.989125,0.98725,0.988825,0.001011187420807839
5.602704429626465,0.014754159864456148,0.014915370941162109,0.0003403989015301901,0.5,500,"{'learning_rate': 0.5, 'n_estimators': 500}",0.9617229999999999,0.9689669999999999,0.964505,0.965193,0.9675830000000001,0.9655942,0.002516529864714535,21,1.0,1.0,1.0,0.9993843125,1.0,0.9998768625000001,0.00024627499999998467,0.9235,0.9285,0.924,0.925,0.9285,0.9258999999999998,0.002177154105707712,1,1.0,1.0,1.0,0.996375,1.0,0.9992750000000001,0.0014499999999999958
0.012978506088256837,0.0013483396036060075,0.0021202564239501953,3.662003823587079e-05,0.25,1,"{'learning_rate': 0.25, 'n_estimators': 1}",0.944232,0.9411894999999999,0.94252,0.9432275,0.937634,0.9417606,0.0022887238671364537,31,0.9450885625,0.9439774999999999,0.94504384375,0.94504609375,0.94493721875,0.94481864375,0.0004235298130924772,0.8915,0.8835,0.8865,0.89,0.8765,0.8855999999999999,0.005332916650389367,31,0.887625,0.8915,0.89075,0.889375,0.889125,0.8896750000000001,0.0013476831971943463
0.5617880821228027,0.002714615100109729,0.0039215564727783205,3.667042062597369e-05,0.25,50,"{'learning_rate': 0.25, 'n_estimators': 50}",0.971539,0.9733365,0.971146,0.9704049999999999,0.973009,0.9718871,0.0011159250154020792,7,0.98124709375,0.980996625,0.98146153125,0.981004375,0.9815953125,0.9812609875,0.00023996730783197354,0.923,0.92,0.927,0.922,0.923,0.923,0.002280350850198278,10,0.936375,0.93475,0.935375,0.936,0.937125,0.9359249999999999,0.0008162413858657322
1.1179882049560548,0.0021717307259760976,0.005195713043212891,5.51157752708755e-05,0.25,100,"{'learning_rate': 0.25, 'n_estimators': 100}",0.9706404999999999,0.9740704999999998,0.9713135,0.9706239999999999,0.9739045,0.9721105999999999,0.001553436654646696,5,0.9880493124999999,0.98774665625,0.98773575,0.98795809375,0.9875516875000001,0.9878083,0.0001763171133302338,0.922,0.923,0.926,0.9205,0.926,0.9235000000000001,0.0021908902300206813,8,0.95175,0.947375,0.950875,0.950625,0.950125,0.95015,0.001484082207965598
1.6860939502716064,0.010873446262404293,0.006501007080078125,5.7786171614616146e-05,0.25,150,"{'learning_rate': 0.25, 'n_estimators': 150}",0.971988,0.9744374999999998,0.9712230000000002,0.9710179999999999,0.9718835,0.97211,0.0012216935376762148,6,0.9920096250000001,0.9914709687500001,0.99158765625,0.99225846875,0.9916300625,0.9917913562499999,0.000295294039502375,0.9215,0.9265,0.9255,0.922,0.9245,0.924,0.0019493588689617832,6,0.962,0.959625,0.959375,0.962625,0.961875,0.9611000000000001,0.0013332291625973438
2.2461387157440185,0.012355583041680135,0.007714414596557617,5.447446631799295e-05,0.25,200,"{'learning_rate': 0.25, 'n_estimators': 200}",0.9712315,0.9736925,0.9688245,0.9710075,0.9724739999999998,0.9714459999999999,0.0016256753058344448,10,0.99432696875,0.9941940312499999,0.99413953125,0.9950312499999999,0.9941439999999999,0.99436715625,0.0003388863119423186,0.9235,0.9205,0.927,0.92,0.927,0.9236000000000001,0.0030232432915662097,7,0.97175,0.967875,0.96825,0.967625,0.970625,0.969225,0.0016534055763786344
5.603674077987671,0.014777953824372416,0.015307188034057617,0.00016278071047260377,0.25,500,"{'learning_rate': 0.25, 'n_estimators': 500}",0.969311,0.9716500000000001,0.965004,0.9728319999999999,0.9725340000000001,0.9702662,0.0029066924433108054,12,0.9996828750000001,0.999908375,0.999849125,0.9997418125,0.9997874375000001,0.999793925,7.903890853556492e-05,0.9285,0.924,0.925,0.9205,0.9285,0.9253,0.003009983388658479,2,0.995,0.996,0.995125,0.99625,0.993875,0.9952500000000001,0.0008403868156985872
0.012361669540405273,9.480712324751536e-05,0.0021311759948730467,1.0035581487927104e-05,0.1,1,"{'learning_rate': 0.1, 'n_estimators': 1}",0.944232,0.9411894999999999,0.94252,0.9432275,0.937634,0.9417606,0.0022887238671364537,31,0.9450885625,0.9439774999999999,0.94504384375,0.94504609375,0.94493721875,0.94481864375,0.0004235298130924772,0.8915,0.8835,0.8865,0.89,0.8765,0.8855999999999999,0.005332916650389367,31,0.887625,0.8915,0.89075,0.889375,0.889125,0.8896750000000001,0.0013476831971943463
0.5560266971588135,0.0007878793077366845,0.004190635681152344,2.133088270270289e-05,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.9695464999999999,0.9679945,0.9715895,0.9671945,0.9713250000000001,0.96953,0.0017479220806432198,15,0.9740933125,0.9742699062500001,0.9745693125,0.97398890625,0.97414228125,0.9742127437499999,0.00019987037733085422,0.913,0.9115,0.9195,0.914,0.915,0.9146000000000001,0.002709243436828808,23,0.9205,0.92275,0.92,0.919875,0.918875,0.9203999999999999,0.001287924687239109
