mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_leaf,param_min_samples_split,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,mean_train_AUC,std_train_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy
4.394780969619751,0.03868765289163261,0.014450168609619141,0.0002359581641204131,4,8,"{'min_samples_leaf': 4, 'min_samples_split': 8}",0.9721329999999999,0.972547,0.974431,0.9737099999999999,0.9755364999999999,0.9736714999999998,0.001240002419352471,35,0.9954310937499999,0.99501125,0.9955757812499999,0.9954895625000001,0.9949721562500001,0.99529596875,0.0002529630971418554,0.9255,0.924,0.932,0.926,0.9305,0.9276,0.0030886890422960997,29,0.966875,0.96575,0.9665,0.96475,0.965125,0.9658000000000001,0.0008007808689023628
4.376453399658203,0.028199284062200375,0.014509773254394532,0.00018579582795240566,5,2,"{'min_samples_leaf': 5, 'min_samples_split': 2}",0.972286,0.9733669999999999,0.9746329999999999,0.9731279999999999,0.9755630000000001,0.9737954,0.0011604500161575533,28,0.9950293750000002,0.9948690937500001,0.9958076875000001,0.99498375,0.9951523124999999,0.9951684437500001,0.0003322514439867325,0.9255,0.9275,0.931,0.9255,0.9285,0.9276,0.00205912602819742,29,0.966625,0.966,0.96675,0.96375,0.967375,0.9661,0.0012534951136721627
4.383491802215576,0.014236746699299486,0.014415264129638672,0.00013329394054086715,5,3,"{'min_samples_leaf': 5, 'min_samples_split': 3}",0.972286,0.9733669999999999,0.9746329999999999,0.9731279999999999,0.9755630000000001,0.9737954,0.0011604500161575533,28,0.9950293750000002,0.9948690937500001,0.9958076875000001,0.99498375,0.9951523124999999,0.9951684437500001,0.0003322514439867325,0.9255,0.9275,0.931,0.9255,0.9285,0.9276,0.00205912602819742,29,0.966625,0.966,0.96675,0.96375,0.967375,0.9661,0.0012534951136721627
4.374444150924683,0.03188581278098879,0.014393854141235351,0.00013786898560026132,5,4,"{'min_samples_leaf': 5, 'min_samples_split': 4}",0.972286,0.9733669999999999,0.9746329999999999,0.9731279999999999,0.9755630000000001,0.9737954,0.0011604500161575533,28,0.9950293750000002,0.9948690937500001,0.9958076875000001,0.99498375,0.9951523124999999,0.9951684437500001,0.0003322514439867325,0.9255,0.9275,0.931,0.9255,0.9285,0.9276,0.00205912602819742,29,0.966625,0.966,0.96675,0.96375,0.967375,0.9661,0.0012534951136721627
4.400801372528076,0.02904930789408509,0.014603233337402344,0.00022327899805568973,5,5,"{'min_samples_leaf': 5, 'min_samples_split': 5}",0.972286,0.9733669999999999,0.9746329999999999,0.9731279999999999,0.9755630000000001,0.9737954,0.0011604500161575533,28,0.9950293750000002,0.9948690937500001,0.9958076875000001,0.99498375,0.9951523124999999,0.9951684437500001,0.0003322514439867325,0.9255,0.9275,0.931,0.9255,0.9285,0.9276,0.00205912602819742,29,0.966625,0.966,0.96675,0.96375,0.967375,0.9661,0.0012534951136721627
4.361526441574097,0.02749379823442554,0.014554214477539063,0.0003326543766705213,5,6,"{'min_samples_leaf': 5, 'min_samples_split': 6}",0.972286,0.9733669999999999,0.9746329999999999,0.9731279999999999,0.9755630000000001,0.9737954,0.0011604500161575533,28,0.9950293750000002,0.9948690937500001,0.9958076875000001,0.99498375,0.9951523124999999,0.9951684437500001,0.0003322514439867325,0.9255,0.9275,0.931,0.9255,0.9285,0.9276,0.00205912602819742,29,0.966625,0.966,0.96675,0.96375,0.967375,0.9661,0.0012534951136721627
4.37361249923706,0.04145915117004467,0.01443476676940918,0.00028843802052950043,5,7,"{'min_samples_leaf': 5, 'min_samples_split': 7}",0.972286,0.9733669999999999,0.9746329999999999,0.9731279999999999,0.9755630000000001,0.9737954,0.0011604500161575533,28,0.9950293750000002,0.9948690937500001,0.9958076875000001,0.99498375,0.9951523124999999,0.9951684437500001,0.0003322514439867325,0.9255,0.9275,0.931,0.9255,0.9285,0.9276,0.00205912602819742,29,0.966625,0.966,0.96675,0.96375,0.967375,0.9661,0.0012534951136721627
4.3787623882293705,0.012349073654755807,0.014464616775512695,0.00022176255212332202,5,8,"{'min_samples_leaf': 5, 'min_samples_split': 8}",0.972286,0.9733669999999999,0.9746329999999999,0.9731279999999999,0.9755630000000001,0.9737954,0.0011604500161575533,28,0.9950293750000002,0.9948690937500001,0.9958076875000001,0.99498375,0.9951523124999999,0.9951684437500001,0.0003322514439867325,0.9255,0.9275,0.931,0.9255,0.9285,0.9276,0.00205912602819742,29,0.966625,0.966,0.96675,0.96375,0.967375,0.9661,0.0012534951136721627
4.36599497795105,0.054094665149744973,0.014480829238891602,0.0001698810926930145,6,2,"{'min_samples_leaf': 6, 'min_samples_split': 2}",0.971801,0.9736400000000001,0.9746334999999999,0.974433,0.9757030000000001,0.9740420999999999,0.0012996429663565353,10,0.9949804687499999,0.99457003125,0.9953639375000001,0.99473634375,0.994742875,0.99487873125,0.00027560930128197236,0.924,0.9285,0.931,0.9255,0.9325,0.9282999999999999,0.003203123475609391,20,0.96725,0.964625,0.965375,0.963625,0.965625,0.9653,0.001197914855071127
4.3682855606079105,0.03567187710518231,0.014528703689575196,0.00025307124908893953,6,3,"{'min_samples_leaf': 6, 'min_samples_split': 3}",0.971801,0.9736400000000001,0.9746334999999999,0.974433,0.9757030000000001,0.9740420999999999,0.0012996429663565353,10,0.9949804687499999,0.99457003125,0.9953639375000001,0.99473634375,0.994742875,0.99487873125,0.00027560930128197236,0.924,0.9285,0.931,0.9255,0.9325,0.9282999999999999,0.003203123475609391,20,0.96725,0.964625,0.965375,0.963625,0.965625,0.9653,0.001197914855071127
4.353962230682373,0.011876152430851807,0.014549493789672852,0.00020463698728166,6,4,"{'min_samples_leaf': 6, 'min_samples_split': 4}",0.971801,0.9736400000000001,0.9746334999999999,0.974433,0.9757030000000001,0.9740420999999999,0.0012996429663565353,10,0.9949804687499999,0.99457003125,0.9953639375000001,0.99473634375,0.994742875,0.99487873125,0.00027560930128197236,0.924,0.9285,0.931,0.9255,0.9325,0.9282999999999999,0.003203123475609391,20,0.96725,0.964625,0.965375,0.963625,0.965625,0.9653,0.001197914855071127
4.368926048278809,0.039722500442786836,0.014433813095092774,0.00015748613950935391,6,5,"{'min_samples_leaf': 6, 'min_samples_split': 5}",0.971801,0.9736400000000001,0.9746334999999999,0.974433,0.9757030000000001,0.9740420999999999,0.0012996429663565353,10,0.9949804687499999,0.99457003125,0.9953639375000001,0.99473634375,0.994742875,0.99487873125,0.00027560930128197236,0.924,0.9285,0.931,0.9255,0.9325,0.9282999999999999,0.003203123475609391,20,0.96725,0.964625,0.965375,0.963625,0.965625,0.9653,0.001197914855071127
4.374754333496094,0.024630954860033943,0.01452188491821289,0.000160658773048929,6,6,"{'min_samples_leaf': 6, 'min_samples_split': 6}",0.971801,0.9736400000000001,0.9746334999999999,0.974433,0.9757030000000001,0.9740420999999999,0.0012996429663565353,10,0.9949804687499999,0.99457003125,0.9953639375000001,0.99473634375,0.994742875,0.99487873125,0.00027560930128197236,0.924,0.9285,0.931,0.9255,0.9325,0.9282999999999999,0.003203123475609391,20,0.96725,0.964625,0.965375,0.963625,0.965625,0.9653,0.001197914855071127
4.354768085479736,0.014661680005810123,0.014435005187988282,0.00023658660871887633,6,7,"{'min_samples_leaf': 6, 'min_samples_split': 7}",0.971801,0.9736400000000001,0.9746334999999999,0.974433,0.9757030000000001,0.9740420999999999,0.0012996429663565353,10,0.9949804687499999,0.99457003125,0.9953639375000001,0.99473634375,0.994742875,0.99487873125,0.00027560930128197236,0.924,0.9285,0.931,0.9255,0.9325,0.9282999999999999,0.003203123475609391,20,0.96725,0.964625,0.965375,0.963625,0.965625,0.9653,0.001197914855071127
4.327233934402466,0.06003258612877148,0.014196634292602539,0.00025458179133294056,6,8,"{'min_samples_leaf': 6, 'min_samples_split': 8}",0.971801,0.9736400000000001,0.9746334999999999,0.974433,0.9757030000000001,0.9740420999999999,0.0012996429663565353,10,0.9949804687499999,0.99457003125,0.9953639375000001,0.99473634375,0.994742875,0.99487873125,0.00027560930128197236,0.924,0.9285,0.931,0.9255,0.9325,0.9282999999999999,0.003203123475609391,20,0.96725,0.964625,0.965375,0.963625,0.965625,0.9653,0.001197914855071127
